recipe_id,source_page,design_no,parts,cloth,n1,n2,n3,n4,n5,tikli,jari_note,image,notes,clarity
R0769,28,9085,neck,pink,32N Royal,716 Raj,313 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9085 Neck 250.JPG|Jeetubhai Images\OS New folder (9) Images\9085 Neck.JPG,ditto n3,high
R0770,28,7066,kp,yellow,35 D Royal,345 Royal,783 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7066 KP 200.JPG,120 Pcs 40x3,high
R0771,28,7066,kp,pink,775 Royal,345 Royal,783 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7066 KP 200.JPG,"ditto n2,n3",high
R0772,28,7066,kp,blue,415 Royal,345 Royal,783 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7066 KP 200.JPG,"ditto n2,n3",high
R0776,28,8057,kp,grey,25 Royal,49N Royal,741 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,60x3=180,high
R0777,28,8057,kp,pink,363 Royal,49N Royal,125R Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,ditto n2,high
R0778,28,8057,kp,green,741D Raj,49N Royal,145 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,ditto n2,high
R0779,28,8058,kp,green,60N Royal,705D Royal,764 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,50x3=150,high
R0780,28,8058,kp,purple,27 Royal,741D Raj,15 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,,high
R0781,28,8058,kp,orange,115 Royal,63N Royal,832 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,,high
R0782,28,8062,kp,blue,145 Royal,43 Raj,735D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8062 KP 250.BMP,50x3=150,high
R0783,28,8062,kp,green,706 Royal,735D Royal,110L Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8062 KP 250.BMP,,high
R0784,28,8062,kp,green,145 Royal,43 Raj,110L Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8062 KP 250.BMP,,high
R0798,29,1103,neck,rust,188 Raj,127 Royal,32 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,21x6=126,high
R0799,29,1103,neck,green,726 Royal,81 Royal,701 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,,high
R0800,29,1103,neck,green,726 Royal,722D Royal,31 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,,high
R0801,29,1103,neck,peach,121 Royal,127 Raj,32 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,cloth Chone unclear,high
R0802,29,1103,neck,d.purple,766 Raj,701 Royal,840L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,,high
R0803,29,1103,neck,grey,722D Royal,361 Royal,757 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,,high
R0804,29,1104,neck,blue,315 Raj,8NL Royal,90N Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1104 Neck 250.JPG,30x4=120,high
R0805,29,1104,neck,maroon,315 Raj,834DD Raj,90N Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1104 Neck 250.JPG,cloth Marun→maroon,high
R0806,29,1104,neck,brown,315 Raj,8NL Royal,90N Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1104 Neck 250.JPG,,high
R0807,29,1104,neck,pink,315 Raj,8NL Royal,90N Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1104 Neck 250.JPG,,high
R0808,29,1115,neck,cream,813 D Royal,190 Raj,84 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1115 Neck 400.JPG,52x3=156; cream colourways,high
R0809,29,1115,neck,cream,770 Royal,190 Raj,769 L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1115 Neck 400.JPG,52x3=156; cream colourways,high
R0810,29,1115,neck,cream,28 Royal,190 Raj,760 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1115 Neck 400.JPG,52x3=156; cream colourways,high
R0811,29,9078,neck,yellow,235 Royal,190 Raj,342 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,30x4=120,high
R0812,29,9078,neck,firozi,834 Raj,190 Raj,864 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,,high
R0813,29,9078,neck,green,77 Raj,190 Raj,764 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,,high
R0814,29,9078,neck,pink,767 Royal,190 Raj,761 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,,high
R0815,29,8095,cp,orange,704 Royal,1226 Royal,728 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8095 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8095 Neck 250.BMP,150 Pcs; 49 Pcs; prefix unclear,high
R0816,29,8095,cp,blue,722 Royal,710 Royal,710 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8095 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8095 Neck 250.BMP,51 Pcs,high
R0817,29,8095,cp,pink,766 Raj,372U Royal,1375 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8095 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8095 Neck 250.BMP,50 Pcs,high
R0818,29,9082,neck,green,119 Royal,742 Royal,312 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9082 Neck.JPG,30x4=120,high
R0819,29,9082,neck,purple,766 Raj,122 Royal,312 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9082 Neck.JPG,ditto n3,high
R0820,29,9082,neck,pink,840L Royal,78 Royal,312 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9082 Neck.JPG,ditto n3,high
R0821,29,9082,neck,blue,122 Royal,812 Royal,312 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9082 Neck.JPG,ditto n3,high
R0822,29,9080,neck,rust,777 Royal,728DR Raj,312 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9080 Neck 250.JPG,30x4=120,high
R0823,29,9080,neck,green,722 Royal,786 Royal,142 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9080 Neck 250.JPG,,high
R0824,29,9080,neck,peach,102N Royal,121DR Royal,234 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9080 Neck 250.JPG,cloth Chone,high
R0825,29,9080,neck,grey,728DR Raj,722 Royal,312 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9080 Neck 250.JPG,,high
R0829,30,9029,kp,blue,776 Royal,234 Royal,44L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9029 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9029 KP 250.JPG,70x3=210,high
R0830,30,9029,kp,peach,117 Royal,234 Royal,115 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9029 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9029 KP 250.JPG,ditto n2; cloth Phone/Firozi unclear,high
R0831,30,9029,kp,orange,707D Royal,234 Royal,705 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9029 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9029 KP 250.JPG,ditto n2,high
R0835,30,9022,kp,brown,124 Raj,118 U Royal,372 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9022 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9022 KP.JPG,70x3=210; cloth at end of row,high
R0836,30,9022,kp,orange,720 Royal,118 U Royal,372 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9022 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9022 KP.JPG,"ditto n2,n3",high
R0837,30,9022,kp,khakhi,1004D Royal,118 U Royal,88 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9022 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9022 KP.JPG,ditto n2,high
R0842,30,7051,kp,pink,49 N Raj,920 Royal,,,,,,Jeetubhai Images\OS New folder (7) Images\7051 KP 250.JPG,70x3=210,high
R0843,30,7051,kp,green,49 N Raj,168 Royal,,,,,,Jeetubhai Images\OS New folder (7) Images\7051 KP 250.JPG,ditto n1,high
R0844,30,7051,kp,firozi,49 N Raj,710D Raj,,,,,,Jeetubhai Images\OS New folder (7) Images\7051 KP 250.JPG,ditto n1,high
R0852,30,9087,neck+border,green,710 Royal,406 Royal,97 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9087 Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9087 border 250.JPG,230/137 Pcs; 32 Pcs,high
R0853,30,9087,neck+border,yellow,235 Royal,104 Raj,103 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9087 Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9087 border 250.JPG,35 Pcs,high
R0854,30,9087,neck+border,pink,803 Royal,798 Royal,731 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9087 Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9087 border 250.JPG,36 Pcs,high
R0855,30,9087,neck+border,purple,803 Royal,46 Royal,145 T Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9087 Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9087 border 250.JPG,34 Pcs,high
R0859,31,8078,kp,blue,118 U Royal,708 Raj,,,,,,Jeetubhai Images\OS New folder (8) Images\8078 KP 400.BMP,,high
R0860,31,8078,kp,brown,118 U Royal,319 Raj,,,,,,Jeetubhai Images\OS New folder (8) Images\8078 KP 400.BMP,,high
R0861,31,8078,kp,green,118 U Royal,97 L Royal,,,,,,Jeetubhai Images\OS New folder (8) Images\8078 KP 400.BMP,,high
R0862,31,8079,kp,blue,49 N Raj,86 Raj,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,,high
R0863,31,8079,kp,brown,49 N Raj,125 Royal,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,,high
R0864,31,8079,kp,pink,49 N Raj,920 Raj,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,,high
R0865,31,8081,kp,blue,73 N Raj,753 Royal,85 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8081 KP 400.BMP,,high
R0866,31,8081,kp,pink,760 Royal,753 Royal,27 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8081 KP 400.BMP,,high
R0867,31,8081,kp,rust,78 L Raj,753 Royal,127 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8081 KP 400.BMP,,high
R0889,32,1109,cp,blue,770 Royal,190 Raj,22 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1109 CP Border 250.JPG,,high
R0890,32,1109,cp,firozi,813 D Royal,190 Raj,75 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1109 CP Border 250.JPG,,high
R0891,32,1109,cp,orange,906 Royal,190 Raj,778 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1109 CP Border 250.JPG,,high
R0892,32,1109,cp,pink,145 T Raj,190 Raj,766 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1109 CP Border 250.JPG,,high
R0893,32,1109,cp,rust,102 N Royal,190 Raj,790 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1109 CP Border 250.JPG,,high
R0894,32,1109,cp,yellow,234 Royal,190 Raj,103 L Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1109 CP Border 250.JPG,,high
R0907,32,9060,cp,blue,117 Royal,803 Royal,115 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9060 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9060 Neck CP 250.JPG,57 Pcs,high
R0908,32,9060,cp,pink,28 Royal,710 Royal,760 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9060 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9060 Neck CP 250.JPG,57 Pcs,high
R0909,32,9060,cp,yellow,1004 D Royal,361 Royal,186 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9060 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9060 Neck CP 250.JPG,59 Pcs,high
R0910,32,9064,neck,blue,719 L Royal,190 Raj,840 U Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9064 Neck 400.JPG,,high
R0911,32,9064,neck,peach,704 Royal,190 Raj,94 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9064 Neck 400.JPG,,high
R0912,32,9064,neck,pink,73 N Raj,190 Raj,66 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9064 Neck 400.JPG,,high
R0913,32,9073,cp,blue,840 L Royal,820 Royal,116 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9073 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9073 Neck 250.JPG,,high
R0914,32,9073,cp,fawn,376 Royal,727 Royal,127 Raj,,,,jari 40,Jeetubhai Images\OS New folder (9) Images\9073 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9073 Neck 250.JPG,,high
R0915,32,9073,cp,green,1004 D Royal,372 Royal,103 L Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9073 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9073 Neck 250.JPG,,high
R0916,32,9074,cp,green,755 Royal,739 Royal,343 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,58 Pcs,high
R0917,32,9074,cp,orange,127 Raj,773 Royal,127 DD Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,56 Pcs,high
R0918,32,9074,cp,pink,760 Royal,372 Royal,28 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,57 Pcs,high
R0922,33,8092,cp,blue,120 Royal,74 D Royal,710 D Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8092 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8092 Neck 250.BMP,,high
R0923,33,8092,cp,fawn,722 D Royal,790 Raj,102 N Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8092 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8092 Neck 250.BMP,,medium
R0924,33,8092,cp,green,840 L Royal,95 Royal,110 N Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8092 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8092 Neck 250.BMP,,high
R0932,33,9059,cp,blue,749 Royal,190 Raj,117 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9059 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9059 Neck CP 250.JPG,54 Pcs,high
R0933,33,9059,cp,firozi,710 Royal,190 Raj,76 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9059 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9059 Neck CP 250.JPG,56 Pcs,high
R0934,33,9059,cp,green,LM U Royal,335 Royal,LM Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9059 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9059 Neck CP 250.JPG,53 Pcs,high
R0939,33,9077,neck+border+daman,cream,722 Royal,,,,,,,Jeetubhai Images\OS New folder (9) Images\9077 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9077 Neck 200.JPG,,high
R0940,33,9077,neck+border+daman,fawn,792 Royal,,,,,,,Jeetubhai Images\OS New folder (9) Images\9077 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9077 Neck 200.JPG,,medium
R0941,33,9077,neck+border+daman,firozi,44 Royal,,,,,,,Jeetubhai Images\OS New folder (9) Images\9077 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9077 Neck 200.JPG,,high
R0942,33,9077,neck+border+daman,green,94 Royal,,,,,,,Jeetubhai Images\OS New folder (9) Images\9077 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9077 Neck 200.JPG,,high
R0943,33,9077,neck+border+daman,grey,790 Royal,,,,,,,Jeetubhai Images\OS New folder (9) Images\9077 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9077 Neck 200.JPG,,high
R0953,34,8008,kp,blue,235 Royal,119 D Royal,87 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8008 KP 400.JPG,,high
R0954,34,8008,kp,green,722 Royal,778 Royal,98 D Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8008 KP 400.JPG,,high
R0955,34,8008,kp,purple,119 D Royal,840 LL Royal,775 L Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8008 KP 400.JPG,,high
R0956,34,8073,kp,black,728 D Royal,8 F Raj,118 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8073 KP 400.BMP,,medium
R0957,34,8073,kp,blue,87 D Royal,8 F Raj,118 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8073 KP 400.BMP,,medium
R0958,34,8073,kp,maroon,728 D Royal,87 D Royal,118 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8073 KP 400.BMP,,high
R0959,34,9065,top+border,cream,97 Royal,790 Royal,792 D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9065 Border.JPG,shared map cream/fawn/lemon/pink,high
R0960,34,9065,top+border,fawn,97 Royal,790 Royal,792 D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9065 Border.JPG,shared map cream/fawn/lemon/pink,high
R0961,34,9065,top+border,firozi,22 Royal,790 Royal,792 D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9065 Border.JPG,,high
R0962,34,9065,top+border,lemon,97 Royal,790 Royal,792 D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9065 Border.JPG,shared map cream/fawn/lemon/pink,high
R0963,34,9065,top+border,pink,97 Royal,790 Royal,792 D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9065 Border.JPG,shared map cream/fawn/lemon/pink,high
R0965,34,9074,cp,blue,727 S Royal,365 Royal,833 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,41 Pcs,medium
R0966,34,9074,cp,orange,751 Royal,710 Royal,707 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,48 Pcs,high
R0967,34,9074,cp,red,751 Royal,143 Raj,790 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,48 Pcs,high
R0968,34,9077,neck+border+daman,cream,49 N Royal,,,,,,,Jeetubhai Images\OS New folder (9) Images\9077 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9077 Neck 200.JPG,120 Pcs Cream,medium
R0969,34,9078,neck,blue,87 D Royal,190 Raj,86 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,10 Pcs,high
R0970,34,9078,neck,d. pink,728 Raj,190 Raj,95 D Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,14 Pcs,high
R0971,34,9078,neck,firozi,710 D Raj,194 Raj,130 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,43 Pcs,high
R0972,34,9078,neck,peach,728 R Raj,143 Royal,94 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,50 Pcs,medium
R0973,34,9078,neck,pink,362 Royal,702 Royal,766 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,46 Pcs,high
R0974,34,9078,neck,yellow,795 D Royal,190 Raj,789 DD Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,17 Pcs,high
R0981,35,1104,neck,d. purple,766 Raj,701 Royal,840 L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1104 Neck 250.JPG,,high
R0982,35,1104,neck,fawn,121 Royal,127 Raj,32 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1104 Neck 250.JPG,,medium
R0983,35,1104,neck,gajri,726 Royal,715 Raj,701 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1104 Neck 250.JPG,,high
R0984,35,1104,neck,green,726 Royal,722 D Royal,31 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1104 Neck 250.JPG,,high
R0985,35,1104,neck,l. purple,722 D Royal,361 Royal,781 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1104 Neck 250.JPG,,high
R0986,35,1104,neck,rust,188 Raj,127 Royal,32 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1104 Neck 250.JPG,,high
R0993,35,1107,neck,green,118 L Royal,100 Royal,MD Royal,,,,,,34 Pcs,medium
R0994,35,1107,neck,orange,118 L Royal,732 D Royal,720 Royal,,,,,,45 Pcs,high
R0995,35,1107,neck,peach,118 L Royal,777 Raj,707 D Royal,,,,,,38 Pcs,high
R0996,35,7061,kp,d. purple,766 Raj,701 Royal,840 L Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7061 KP 200.JPG,,high
R0997,35,7061,kp,fawn,121 Royal,127 Raj,32 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7061 KP 200.JPG,,medium
R0998,35,7061,kp,gajri,726 Royal,715 Raj,701 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7061 KP 200.JPG,,high
R0999,35,7061,kp,green,726 Royal,722 D Royal,31 Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7061 KP 200.JPG,,high
R1000,35,7061,kp,l. purple,722 D Royal,361 Royal,781 Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7061 KP 200.JPG,,high
R1001,35,7061,kp,rust,188 Raj,127 Royal,32 Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7061 KP 200.JPG,,high
R1011,35,9023,kp,blue,752 Royal,721 Raj,86 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9023 KP 200.JPG,,high
R1012,35,9023,kp,fawn,81 Raj,94 Royal,728 R Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9023 KP 200.JPG,,medium
R1013,35,9023,kp,pink,81 Raj,760 Royal,362 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9023 KP 200.JPG,,high
R1014,35,9062,neck,green,90 N Raj,335 Royal,123 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9062 Neck 400.JPG|Jeetubhai Images\OS New folder (9) Images\9062 Neck.JPG,42 Pcs,high
R1015,35,9062,neck,maroon,80 Royal,355 Royal,78 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9062 Neck 400.JPG|Jeetubhai Images\OS New folder (9) Images\9062 Neck.JPG,39 Pcs,high
R1016,35,9062,neck,purple,146 R Raj,751 Royal,145 T Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9062 Neck 400.JPG|Jeetubhai Images\OS New folder (9) Images\9062 Neck.JPG,42 Pcs,high
R1017,36,6023,neck,green,112 N Royal,MM D Royal,97 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6023 Nake.BMP,,medium
R1018,36,6023,neck,pink,95 Royal,402 Royal,775 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6023 Nake.BMP,,high
R1019,36,6023,neck,rama,356 Royal,841 Royal,74 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6023 Nake.BMP,,high
R1020,36,6026,neck,firozi,34 D Royal,110 LL Raj,1004 D Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6026 Nake.BMP,59 Pcs,high
R1021,36,6026,neck,green,147 DR Raj,110 LL Raj,145 R Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6026 Nake.BMP,58 Pcs,medium
R1022,36,6026,neck,pink,925 Royal,110 LL Raj,911 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6026 Nake.BMP,56 Pcs,high
R1026,36,8016,top p1/p2+astin border,black,791 Royal,144 Royal,325 Royal,49 LL Po,315 Royal,,,Jeetubhai Images\OS New folder (8) Images\8016 BORDER 250.JPG,12 Pcs,high
R1027,36,8016,top p1/p2+astin border,brown,722 Raj,105 Royal,320 Royal,49 LL Po,126 Royal,,,Jeetubhai Images\OS New folder (8) Images\8016 BORDER 250.JPG,28 Pcs,high
R1028,36,8016,top p1/p2+astin border,green,188 Raj,357 Royal,74 Royal,49 LL Po,813 Royal,,,Jeetubhai Images\OS New folder (8) Images\8016 BORDER 250.JPG,20 Pcs,high
R1029,36,8016,top p1/p2+astin border,green,778 D Royal,365 Royal,60 N Royal,49 LL Po,144 Royal,,,Jeetubhai Images\OS New folder (8) Images\8016 BORDER 250.JPG,20 Pcs,high
R1030,36,8016,top p1/p2+astin border,grey,28 Royal,772 Raj,343 Royal,49 LL Po,Black,,,Jeetubhai Images\OS New folder (8) Images\8016 BORDER 250.JPG,12 Pcs,high
R1031,36,8016,top p1/p2+astin border,pink,75 Royal,325 Royal,434 Royal,49 LL Po,795 Royal,,,Jeetubhai Images\OS New folder (8) Images\8016 BORDER 250.JPG,20 Pcs,high
R1032,36,8016,top p1/p2+astin border,purple,188 T Raj,117 Royal,727 L Raj,49 LL Po,300 D Raj,,,Jeetubhai Images\OS New folder (8) Images\8016 BORDER 250.JPG,6 Pcs,high
R1033,36,9056,neck,black,8 N Raj,702 DD Raj,118 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9056 Neck 250.JPG,,high
R1034,36,9056,neck,blue,795 Royal,710 D Raj,118 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9056 Neck 250.JPG,,high
R1035,36,9056,neck,cream,795 Royal,702 DD Raj,372 R Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9056 Neck 250.JPG,,high
R1036,36,9056,neck,red,810 Royal,702 DD Raj,118 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9056 Neck 250.JPG,,high
R1040,36,9079,neck,black,8 NL Royal,102 Royal,710 D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,72 Pcs,medium
R1041,36,9079,neck,blue,8 NL Royal,102 Royal,86 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,65 Pcs,high
R1042,36,9079,neck,wine,235 Royal,102 D Royal,767 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,78 Pcs,high
R1043,37,8018,top p1/p2+border,cream,143 Raj,766 Royal,188 T Raj,335 Royal,1106 Royal,,,Jeetubhai Images\OS New folder (8) Images\8018 BORDER 250.JPG|Jeetubhai Images\OS New folder (8) Images\8018 Big BORDER 250.JPG,,medium
R1044,37,8018,top p1/p2+border,firozi,188 Raj,412 Royal,789 D Royal,767 Royal,813 Royal,,,Jeetubhai Images\OS New folder (8) Images\8018 BORDER 250.JPG|Jeetubhai Images\OS New folder (8) Images\8018 Big BORDER 250.JPG,,high
R1045,37,8018,top p1/p2+border,green,809 Royal,117 Royal,35 L Royal,791 Royal,1441 Raj,,,Jeetubhai Images\OS New folder (8) Images\8018 BORDER 250.JPG|Jeetubhai Images\OS New folder (8) Images\8018 Big BORDER 250.JPG,,medium
