design_no,part_raw,part_clean,image_path,filename
9048,KP 200,KP,Jeetubhai Images\OS New folder (9) Images\9048 KP 200.JPG,9048 KP 200.JPG
9049,KP 200,KP,Jeetubhai Images\OS New folder (9) Images\9049 KP 200.JPG,9049 KP 200.JPG
9050,KP 200,KP,Jeetubhai Images\OS New folder (9) Images\9050 KP 200.JPG,9050 KP 200.JPG
9051,KP 200,KP,Jeetubhai Images\OS New folder (9) Images\9051 KP 200.JPG,9051 KP 200.JPG
9052,Astin Border 250,Astin Border,Jeetubhai Images\OS New folder (9) Images\9052 Astin Border 250.JPG,9052 Astin Border 250.JPG
9052,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9052 Neck 250.JPG,9052 Neck 250.JPG
9052,Top Border 250,Top Border,Jeetubhai Images\OS New folder (9) Images\9052 Top Border 250.JPG,9052 Top Border 250.JPG
9053,KP 200,KP,Jeetubhai Images\OS New folder (9) Images\9053 KP 200.JPG,9053 KP 200.JPG
9054,KP 200,KP,Jeetubhai Images\OS New folder (9) Images\9054 KP 200.JPG,9054 KP 200.JPG
9055,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9055 Neck 250.JPG,9055 Neck 250.JPG
9056,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9056 Neck 250.JPG,9056 Neck 250.JPG
9057,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9057 Neck 250.JPG,9057 Neck 250.JPG
9058,4 Color CP Border,4 Color CP Border,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG,9058 4 Color CP Border.JPG
9058,4 Color CP Neck,4 Color CP Neck,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG,9058 4 Color CP Neck.JPG
9058,Border CP 250,Border CP,Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG,9058 Border CP 250.JPG
9058,CP Border 250,CP Border,Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,9058 CP Border 250.JPG
9058,Neck CP 250,Neck CP,Jeetubhai Images\OS New folder (9) Images\9058 Neck CP 250.JPG,9058 Neck CP 250.JPG
9059,Border CP 250,Border CP,Jeetubhai Images\OS New folder (9) Images\9059 Border CP 250.JPG,9059 Border CP 250.JPG
9059,Neck CP 250,Neck CP,Jeetubhai Images\OS New folder (9) Images\9059 Neck CP 250.JPG,9059 Neck CP 250.JPG
9060,Border CP 250,Border CP,Jeetubhai Images\OS New folder (9) Images\9060 Border CP 250.JPG,9060 Border CP 250.JPG
9060,Neck CP 250,Neck CP,Jeetubhai Images\OS New folder (9) Images\9060 Neck CP 250.JPG,9060 Neck CP 250.JPG
9061,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9061 Neck 250.JPG,9061 Neck 250.JPG
9062,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9062 Neck 400.JPG,9062 Neck 400.JPG
9062,Neck,Neck,Jeetubhai Images\OS New folder (9) Images\9062 Neck.JPG,9062 Neck.JPG
9063,Neck,Neck,Jeetubhai Images\OS New folder (9) Images\9063 Neck.JPG,9063 Neck.JPG
9064,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9064 Neck 400.JPG,9064 Neck 400.JPG
9065,Border,Border,Jeetubhai Images\OS New folder (9) Images\9065 Border.JPG,9065 Border.JPG
9065,Top 450,Top,Jeetubhai Images\OS New folder (9) Images\9065 Top 450.JPG,9065 Top 450.JPG
9066,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9066 Neck 250.JPG,9066 Neck 250.JPG
9067,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9067 Neck 250.JPG,9067 Neck 250.JPG
9068,Big Border 250,Big Border,Jeetubhai Images\OS New folder (9) Images\9068 Big Border 250.JPG,9068 Big Border 250.JPG
9068,Neck 200,Neck,Jeetubhai Images\OS New folder (9) Images\9068 Neck 200.JPG,9068 Neck 200.JPG
9068,Small Border 250,Small Border,Jeetubhai Images\OS New folder (9) Images\9068 Small Border 250.JPG,9068 Small Border 250.JPG
9069,Buti 250,Buti,Jeetubhai Images\OS New folder (9) Images\9069 Buti 250.JPG,9069 Buti 250.JPG
9069,Koler 400,Koler,Jeetubhai Images\OS New folder (9) Images\9069 Koler 400.JPG,9069 Koler 400.JPG
9069,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9069 Neck 250.JPG,9069 Neck 250.JPG
9070,Border 200,Border,Jeetubhai Images\OS New folder (9) Images\9070 Border 200.JPG,9070 Border 200.JPG
9070,Neck Patti 200,Neck Patti,Jeetubhai Images\OS New folder (9) Images\9070 Neck Patti 200.JPG,9070 Neck Patti 200.JPG
9070,Top P1,Top P1,Jeetubhai Images\OS New folder (9) Images\9070 Top P1.JPG,9070 Top P1.JPG
9070,Top,Top,Jeetubhai Images\OS New folder (9) Images\9070 Top.JPG,9070 Top.JPG
9071,Border 200,Border,Jeetubhai Images\OS New folder (9) Images\9071 Border 200.JPG,9071 Border 200.JPG
9071,Neck Patti 200,Neck Patti,Jeetubhai Images\OS New folder (9) Images\9071 Neck Patti 200.JPG,9071 Neck Patti 200.JPG
9071,Top,Top,Jeetubhai Images\OS New folder (9) Images\9071 Top.JPG,9071 Top.JPG
9072,Big Border 200,Big Border,Jeetubhai Images\OS New folder (9) Images\9072 Big Border 200.JPG,9072 Big Border 200.JPG
9072,Neck 200,Neck,Jeetubhai Images\OS New folder (9) Images\9072 Neck 200.JPG,9072 Neck 200.JPG
9072,Small Border 250,Small Border,Jeetubhai Images\OS New folder (9) Images\9072 Small Border 250.JPG,9072 Small Border 250.JPG
9073,Border 250,Border,Jeetubhai Images\OS New folder (9) Images\9073 Border 250.JPG,9073 Border 250.JPG
9073,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9073 Neck 250.JPG,9073 Neck 250.JPG
9074,Border 250 1000,Border 1000,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG,9074 Border 250 1000.JPG
9074,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,9074 Neck 250.JPG
9075,Border 250,Border,Jeetubhai Images\OS New folder (9) Images\9075 Border 250.JPG,9075 Border 250.JPG
9075,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9075 Neck 250.JPG,9075 Neck 250.JPG
9076,Astin Border 250,Astin Border,Jeetubhai Images\OS New folder (9) Images\9076 Astin Border 250.JPG,9076 Astin Border 250.JPG
9076,Body 400,Body,Jeetubhai Images\OS New folder (9) Images\9076 Body 400.JPG,9076 Body 400.JPG
9076,Daman 2,Daman 2,Jeetubhai Images\OS New folder (9) Images\9076 Daman 2.JPG,9076 Daman 2.JPG
9077,Daman 250,Daman,Jeetubhai Images\OS New folder (9) Images\9077 Daman 250.JPG,9077 Daman 250.JPG
9077,Neck 200,Neck,Jeetubhai Images\OS New folder (9) Images\9077 Neck 200.JPG,9077 Neck 200.JPG
9078,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,9078 Neck 400.JPG
9079,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,9079 Neck 400.JPG
9080,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9080 Neck 250.JPG,9080 Neck 250.JPG
9081,CP Border 250,CP Border,Jeetubhai Images\OS New folder (9) Images\9081 CP Border 250.JPG,9081 CP Border 250.JPG
9081,CP Neck 250,CP Neck,Jeetubhai Images\OS New folder (9) Images\9081 CP Neck 250.JPG,9081 CP Neck 250.JPG
9082,Neck,Neck,Jeetubhai Images\OS New folder (9) Images\9082 Neck.JPG,9082 Neck.JPG
9083,Neck,Neck,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,9083 Neck.JPG
9084,Neck,Neck,Jeetubhai Images\OS New folder (9) Images\9084 Neck.JPG,9084 Neck.JPG
9085,Neck 250,Neck,Jeetubhai Images\OS New folder (9) Images\9085 Neck 250.JPG,9085 Neck 250.JPG
9085,Neck,Neck,Jeetubhai Images\OS New folder (9) Images\9085 Neck.JPG,9085 Neck.JPG
9086,Neck,Neck,Jeetubhai Images\OS New folder (9) Images\9086 Neck.JPG,9086 Neck.JPG
9087,Neck,Neck,Jeetubhai Images\OS New folder (9) Images\9087 Neck.JPG,9087 Neck.JPG
9087,border 250,border,Jeetubhai Images\OS New folder (9) Images\9087 border 250.JPG,9087 border 250.JPG
9088,2 Daman,2 Daman,Jeetubhai Images\OS New folder (9) Images\9088 2 Daman.JPG,9088 2 Daman.JPG
9088,Border 400,Border,Jeetubhai Images\OS New folder (9) Images\9088 Border 400.JPG,9088 Border 400.JPG
9088,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9088 Neck 400.JPG,9088 Neck 400.JPG
9089,Border CP 250 1000,Border CP 1000,Jeetubhai Images\OS New folder (9) Images\9089 Border CP 250 1000.JPG,9089 Border CP 250 1000.JPG
9089,Neck CP 250,Neck CP,Jeetubhai Images\OS New folder (9) Images\9089 Neck CP 250.JPG,9089 Neck CP 250.JPG
9090,Border 250,Border,Jeetubhai Images\OS New folder (9) Images\9090 Border 250.JPG,9090 Border 250.JPG
9090,Top 500,Top,Jeetubhai Images\OS New folder (9) Images\9090 Top 500.JPG,9090 Top 500.JPG
9091,Astin Border 250,Astin Border,Jeetubhai Images\OS New folder (9) Images\9091 Astin Border 250.JPG,9091 Astin Border 250.JPG
9091,Big Border 250,Big Border,Jeetubhai Images\OS New folder (9) Images\9091 Big Border 250.JPG,9091 Big Border 250.JPG
9091,Kali,Kali,Jeetubhai Images\OS New folder (9) Images\9091 Kali.JPG,9091 Kali.JPG
9091,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9091 Neck 400.JPG,9091 Neck 400.JPG
9092,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9092 Neck 400.JPG,9092 Neck 400.JPG
9093,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9093 Neck 400.JPG,9093 Neck 400.JPG
9094,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9094 Neck 400.JPG,9094 Neck 400.JPG
9095,Astin Butta 200,Astin Butta,Jeetubhai Images\OS New folder (9) Images\9095 Astin Butta 200.JPG,9095 Astin Butta 200.JPG
9095,Border 200,Border,Jeetubhai Images\OS New folder (9) Images\9095 Border 200.JPG,9095 Border 200.JPG
9095,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9095 Neck 400.JPG,9095 Neck 400.JPG
9096,Border 200,Border,Jeetubhai Images\OS New folder (9) Images\9096 Border 200.JPG,9096 Border 200.JPG
9096,Border,Border,Jeetubhai Images\OS New folder (9) Images\9096 Border.JPG,9096 Border.JPG
9096,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9096 Neck 400.JPG,9096 Neck 400.JPG
9097,Border 250,Border,Jeetubhai Images\OS New folder (9) Images\9097 Border 250.JPG,9097 Border 250.JPG
9097,Butti,Butti,Jeetubhai Images\OS New folder (9) Images\9097 Butti.JPG,9097 Butti.JPG
9097,Neck,Neck,Jeetubhai Images\OS New folder (9) Images\9097 Neck.JPG,9097 Neck.JPG
9098,Asteen border,Asteen border,Jeetubhai Images\OS New folder (9) Images\9098 Asteen border.JPG,9098 Asteen border.JPG
9098,Butti Border,Butti Border,Jeetubhai Images\OS New folder (9) Images\9098 Butti Border.JPG,9098 Butti Border.JPG
9098,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9098 Neck 400.JPG,9098 Neck 400.JPG
9099,Border,Border,Jeetubhai Images\OS New folder (9) Images\9099 Border.JPG,9099 Border.JPG
9099,Neck 400,Neck,Jeetubhai Images\OS New folder (9) Images\9099 Neck 400.JPG,9099 Neck 400.JPG
9100,Asteen,Asteen,Jeetubhai Images\OS New folder (9) Images\9100 Asteen.JPG,9100 Asteen.JPG
9100,Big border,Big border,Jeetubhai Images\OS New folder (9) Images\9100 Big border.JPG,9100 Big border.JPG
9100,Body,Body,Jeetubhai Images\OS New folder (9) Images\9100 Body.JPG,9100 Body.JPG
9100,Border,Border,Jeetubhai Images\OS New folder (9) Images\9100 Border.JPG,9100 Border.JPG
