recipe_id,source_page,design_no,parts,cloth,n1,n2,n3,n4,n5,tikli,jari_note,image,notes,clarity
R1630,56,7034,kp,,MD Royal,8 Royal,Black,,,,,Jeetubhai Images\OS New folder (7) Images\7034 KP 200.JPG,shared 7014+7034; 95 pcs,high
R1631,56,7034,kp,,871 Raj,MD Royal,8 D Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7034 KP 200.JPG,shared 7014+7034; 88 pcs,high
R1632,57,7065,kp,,87 D Royal,350 Raj,402 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7065 KP 200.JPG,,high
R1633,57,7065,kp,,842 Raj,350 Raj,402 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7065 KP 200.JPG,,high
R1634,57,7065,kp,,89 Raj,350 Raj,M Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7065 KP 200.JPG,,high
R1635,57,7065,kp,,90 ND Raj,350 Raj,M Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7065 KP 200.JPG,,high
R1636,57,7065,kp,,17 DD Raj,350 Raj,834 DD Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7065 KP 200.JPG,,high
R1637,57,7065,kp,,105 NL Royal,350 Raj,834 DD Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7065 KP 200.JPG,,high
R1638,57,8088,neck,,130 Raj,127 Royal,118 LL Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8088 Neck 250.BMP,shared 8088+5063,high
R1639,57,8088,neck,,130 Raj,372 Royal,118 LL Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8088 Neck 250.BMP,shared 8088+5063,high
R1640,57,5063,kp,,130 Raj,127 Royal,118 LL Royal,,,,,Jeetubhai Images\OS New folder (5) Images\5063 Kurta patti 400.BMP,shared 8088+5063,high
R1641,57,5063,kp,,130 Raj,372 Royal,118 LL Royal,,,,,Jeetubhai Images\OS New folder (5) Images\5063 Kurta patti 400.BMP,shared 8088+5063,high
R1642,57,9013,neck,,726 R Raj,79 Royal,34 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9013 Neck 200.JPG,,high
R1643,57,9013,neck,,726 R Raj,130 Raj,150 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9013 Neck 200.JPG,,high
R1644,57,9013,neck,,726 R Raj,130 Raj,74 N Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9013 Neck 200.JPG,,high
R1645,57,9013,neck,,726 R Raj,130 Raj,45 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9013 Neck 200.JPG,,high
R1646,57,9014,neck,,726 R Raj,79 Royal,34 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9014 Neck 200.JPG,same as 9013,high
R1647,57,9014,neck,,726 R Raj,130 Raj,150 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9014 Neck 200.JPG,same as 9013,high
R1648,57,9014,neck,,726 R Raj,130 Raj,74 N Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9014 Neck 200.JPG,same as 9013,high
R1649,57,9014,neck,,726 R Raj,130 Raj,45 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9014 Neck 200.JPG,same as 9013,high
R1668,58,8065,neck,,339 D Raj,795 D Royal,789 DD Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8065 Neck 250.BMP,,high
R1669,58,8065,neck,,339 D Raj,778 D Royal,8 NL Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8065 Neck 250.BMP,,high
R1670,58,8065,neck,,339 D Raj,74 D Royal,842 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8065 Neck 250.BMP,,high
R1680,58,7016,neck,,84 Royal,751 Royal,341 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7016 Nake 250.JPG,shared 7016+7033,high
R1681,58,7016,neck,,787 Royal,751 Royal,767 Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7016 Nake 250.JPG,shared 7016+7033,high
R1682,58,7016,neck,,104 Raj,751 Royal,93 N Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7016 Nake 250.JPG,shared 7016+7033,high
R1683,58,7033,kp,,84 Royal,751 Royal,341 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7033 KP 200.JPG,shared 7016+7033,high
R1684,58,7033,kp,,787 Royal,751 Royal,767 Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7033 KP 200.JPG,shared 7016+7033,high
R1685,58,7033,kp,,104 Raj,751 Royal,93 N Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7033 KP 200.JPG,shared 7016+7033,high
R1687,58,7054,neck,,32 Raj,35 Royal,61 N Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7054 Nake 250.JPG,,high
R1688,58,7054,neck,,32 Raj,35 Royal,93 N Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7054 Nake 250.JPG,,high
R1701,58,8085,neck,,402 Royal,350 Raj,87 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8085 Neck 250.BMP,,high
R1702,58,8085,neck,,402 Royal,350 Raj,842 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8085 Neck 250.BMP,,high
R1703,58,8085,neck,,M Royal,350 Raj,89 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8085 Neck 250.BMP,,high
R1704,58,8085,neck,,M Royal,350 Raj,90 ND Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8085 Neck 250.BMP,,high
R1705,58,8085,neck,,834 DD Royal,350 Raj,17 DD Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8085 Neck 250.BMP,,high
R1706,58,8085,neck,,834 DD Royal,350 Raj,105 NL Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8085 Neck 250.BMP,,high
R1707,59,7022,kp,,911 Royal,713 Royal,145 T Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7022 KP 200.JPG,,high
R1708,59,7022,kp,,35 L Royal,105 Royal,234 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7022 KP 200.JPG,,high
R1709,59,7022,kp,,66 Raj,8 NL Royal,234 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7022 KP 200.JPG,,high
R1710,59,8087,neck,,119 L Royal,323 Royal,74 N Raj,,,,men 6,Jeetubhai Images\OS New folder (8) Images\8087 Neck 250.BMP,,high
R1711,59,8087,neck,,119 L Royal,323 Royal,66 Raj,,,,men 6,Jeetubhai Images\OS New folder (8) Images\8087 Neck 250.BMP,,high
R1712,59,8087,neck,,119 L Royal,323 Royal,188 T Raj,,,,men 6,Jeetubhai Images\OS New folder (8) Images\8087 Neck 250.BMP,,high
R1713,59,6039,kp,,74 N Raj,323 Royal,119 L Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6039 KP 250.JPG,,high
R1714,59,6039,kp,,66 Raj,323 Royal,119 L Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6039 KP 250.JPG,,high
R1715,59,6039,kp,,188 T Raj,323 Royal,119 L Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6039 KP 250.JPG,,high
R1716,59,5055,kp,,835 D Royal,954 Raj,118 L Royal,,,,,Jeetubhai Images\OS New folder (5) Images\5055 Kurta patti 400.BMP,,high
R1719,59,6082,neck,,118 L Royal,954 Raj,835 D Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6082 Neck 250.JPG,,high
R1720,59,6082,neck,,118 L Royal,305 Royal,88 NL Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6082 Neck 250.JPG,,high
R1721,59,6082,neck,,118 L Royal,66 Raj,62 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6082 Neck 250.JPG,,high
R1722,59,8021,neck+border+butti,,372 Royal,710 Royal,118 L Royal,356 Royal,315 Royal,,,Jeetubhai Images\OS New folder (8) Images\8021 BORDER 200.JPG|Jeetubhai Images\OS New folder (8) Images\8021 Nake  400.JPG,,high
R1723,59,8021,neck+border+butti,,324 Royal,35 Royal,118 L Royal,110 NL Royal,314 Royal,,,Jeetubhai Images\OS New folder (8) Images\8021 BORDER 200.JPG|Jeetubhai Images\OS New folder (8) Images\8021 Nake  400.JPG,,high
R1724,59,8021,neck+border+butti,,345 Royal,61 Raj,118 L Royal,821 Raj,315 Royal,,,Jeetubhai Images\OS New folder (8) Images\8021 BORDER 200.JPG|Jeetubhai Images\OS New folder (8) Images\8021 Nake  400.JPG,,high
R1725,59,5092,body+daman,,343 Royal,315 Royal,61 Raj,,,,,Jeetubhai Images\OS New folder (5) Images\5092 Body 400.BMP,,high
R1726,59,5092,body+daman,,739 Royal,315 Royal,356 Royal,,,,,Jeetubhai Images\OS New folder (5) Images\5092 Body 400.BMP,,high
R1727,59,5092,body+daman,,324 Royal,314 Royal,35 Royal,,,,,Jeetubhai Images\OS New folder (5) Images\5092 Body 400.BMP,,high
R1734,60,8073,kp,,190 Raj,722 D Royal,716 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8073 KP 400.BMP,,high
R1735,60,8073,kp,,190 Raj,121 L Royal,722 L Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8073 KP 400.BMP,,high
R1736,60,8073,kp,,190 Raj,103 Royal,778 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8073 KP 400.BMP,,high
R1737,60,8029,neck,,118 LL Royal,741 Raj,361 Royal,,,,men 17,Jeetubhai Images\OS New folder (8) Images\8029 Neck 250 3.JPG,,high
R1738,60,8029,neck,,118 LL Royal,145 T Raj,702 Royal,,,,men 17,Jeetubhai Images\OS New folder (8) Images\8029 Neck 250 3.JPG,,high
R1739,60,8029,neck,,118 LL Royal,86 Royal,726 Raj,,,,men 17,Jeetubhai Images\OS New folder (8) Images\8029 Neck 250 3.JPG,,high
R1741,60,6089,kp,,118 LL Royal,145 T Raj,702 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6089 KP 250.JPG,125 pcs,high
R1742,60,6089,kp,,118 LL Royal,86 Royal,702 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6089 KP 250.JPG,126 pcs,high
R1743,60,7013,kp,,8 NC Royal,731 D Royal,834 DD Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7013 KP 200.JPG,,high
R1744,60,7013,kp,,714 D Raj,98 D Raj,8 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7013 KP 200.JPG,,high
R1745,60,7013,kp,,407 Royal,764 Royal,8 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7013 KP 200.JPG,,high
R1746,60,7020,neck,,834 DD Raj,731 D Royal,8 NC Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7020 Nake 400.JPG,,high
R1747,60,7020,neck,,8 Royal,98 D Raj,714 D Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7020 Nake 400.JPG,,high
R1748,60,7020,neck,,8 Royal,764 Royal,407 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7020 Nake 400.JPG,,high
R1755,60,8066,neck,,105 NL Royal,703 L Raj,364 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8066 Neck 250.BMP|Jeetubhai Images\OS New folder (8) Images\8066 Neck.BMP,shared 8066+8081,high
R1756,60,8066,neck,,103 Royal,703 L Raj,105 DR Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8066 Neck 250.BMP|Jeetubhai Images\OS New folder (8) Images\8066 Neck.BMP,shared 8066+8081,high
R1757,60,8066,neck,,341 Royal,703 L Raj,821 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8066 Neck 250.BMP|Jeetubhai Images\OS New folder (8) Images\8066 Neck.BMP,shared 8066+8081,high
R1758,60,8081,kp,,105 NL Royal,703 L Raj,364 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8081 KP 400.BMP,shared 8066+8081,high
R1759,60,8081,kp,,103 Royal,703 L Raj,105 DR Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8081 KP 400.BMP,shared 8066+8081,high
R1760,60,8081,kp,,341 Royal,703 L Raj,821 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8081 KP 400.BMP,shared 8066+8081,high
R1761,60,8022,neck,,145 T Raj,713 Royal,911 Royal,,,,men 5,Jeetubhai Images\OS New folder (8) Images\8022 Nake  400.JPG,,high
R1762,60,8022,neck,,234 Royal,105 Royal,35 L Royal,,,,men 5,Jeetubhai Images\OS New folder (8) Images\8022 Nake  400.JPG,,high
R1763,60,8022,neck,,234 Royal,8 NL Royal,66 Raj,,,,men 5,Jeetubhai Images\OS New folder (8) Images\8022 Nake  400.JPG,,high
R1764,61,6034,kp,,187 Raj,LM Royal,823 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6034 KP 250.BMP,shared 6095/6034,high
R1765,61,6034,kp,,731 Royal,732 D Royal,235 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6034 KP 250.BMP,shared 6095/6034,high
R1766,61,6034,kp,,842 Raj,87 D Royal,823 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6034 KP 250.BMP,shared 6095/6034,high
R1767,61,6095,neck,,187 Raj,LM Royal,823 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6095 Neck 250.JPG|Jeetubhai Images\OS New folder (6) Images\6095 Neck 400.JPG,shared 6095/6034,high
R1768,61,6095,neck,,731 Royal,732 D Royal,235 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6095 Neck 250.JPG|Jeetubhai Images\OS New folder (6) Images\6095 Neck 400.JPG,shared 6095/6034,high
R1769,61,6095,neck,,842 Raj,87 D Royal,823 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6095 Neck 250.JPG|Jeetubhai Images\OS New folder (6) Images\6095 Neck 400.JPG,shared 6095/6034,high
R1770,61,7039,kp,,315 Royal,712 Royal,911 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7039 KP 200.JPG,shared 8010/7039,high
R1771,61,7039,kp,,315 Royal,M Royal,104 Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7039 KP 200.JPG,shared 8010/7039,high
R1772,61,7039,kp,,315 Royal,M Royal,74 D Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7039 KP 200.JPG,shared 8010/7039,high
R1773,61,7066,kp,,75 N Raj,190 Raj,709 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7066 KP 200.JPG,,high
R1774,61,7066,kp,,8 F Raj,190 Raj,80 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7066 KP 200.JPG,,high
R1775,61,7066,kp,,88 Royal,190 Raj,718 Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7066 KP 200.JPG,,high
R1776,61,8010,neck,,315 Royal,712 Royal,911 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8010 Nake 250.JPG,shared 8010/7039,high
R1777,61,8010,neck,,315 Royal,M Royal,104 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8010 Nake 250.JPG,shared 8010/7039,high
R1778,61,8010,neck,,315 Royal,M Royal,74 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8010 Nake 250.JPG,shared 8010/7039,high
R1782,61,8039,neck,,709 Royal,190 Raj,75 N Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8039 Neck 250.BMP,,high
R1783,61,8039,neck,,718 Raj,190 Raj,88 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8039 Neck 250.BMP,,high
R1784,61,8039,neck,,80 Royal,190 Raj,8 F Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8039 Neck 250.BMP,,high
R1794,61,9012,neck,,402 Royal,350 Raj,87 D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9012 Neck 250.JPG,,high
R1795,61,9012,neck,,402 Royal,350 Raj,842 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9012 Neck 250.JPG,,high
R1796,61,9012,neck,,834 DD Raj,350 Raj,17 DD Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9012 Neck 250.JPG,,high
R1797,61,9012,neck,,834 DD Raj,350 Raj,105 NL Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9012 Neck 250.JPG,,high
R1798,61,9012,neck,,M Royal,350 Raj,89 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9012 Neck 250.JPG,,high
R1799,61,9012,neck,,M Royal,350 Raj,90 ND Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9012 Neck 250.JPG,,high
R1801,62,3029,neck+border+top,,24 D Raj,72 Royal,810 Royal,313 Royal,,,,Jeetubhai Images\OS New folder (3) images\3029 Nake.BMP,19 Pcs,high
R1802,62,3029,neck+border+top,,765 Royal,789 D Royal,70 Royal,313 Royal,,,,Jeetubhai Images\OS New folder (3) images\3029 Nake.BMP,20 Pcs,high
R1803,62,6040,kp,,145 R Raj,235 Royal,74 N Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6040 KP 250.JPG,,high
R1804,62,6040,kp,,188 T Raj,235 Royal,305 D Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6040 KP 250.JPG,,high
R1805,62,6040,kp,,67 Raj,235 Royal,406 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6040 KP 250.JPG,,high
R1809,62,7069,kp,,74 Royal,235 Royal,313 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7069 KP 250.JPG,193 Pcs,high
R1810,62,7069,kp,,775 Royal,235 Royal,313 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7069 KP 250.JPG,192 Pcs,high
R1811,62,7069,kp,,836 Royal,235 Royal,313 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7069 KP 250.JPG,203 Pcs,high
R1812,62,7097,neck,,74 Royal,235 Royal,313 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7097 Nake P2 250  small.JPG,,high
R1813,62,7097,neck,,775 Royal,235 Royal,313 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7097 Nake P2 250  small.JPG,,high
R1814,62,7097,neck,,836 Royal,235 Royal,313 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7097 Nake P2 250  small.JPG,,high
R1815,62,8061,neck,,732 Raj,871 Raj,80 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8061 Neck 250.BMP,shared 8061/8062,high
R1816,62,8061,neck,,911 Raj,732 Royal,871 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8061 Neck 250.BMP,shared 8061/8062,high
R1817,62,8061,neck,,MD Royal,8 Raj,Black,,,,,Jeetubhai Images\OS New folder (8) Images\8061 Neck 250.BMP,shared 8061/8062,high
R1818,62,8062,kp,,732 Raj,871 Raj,80 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8062 KP 250.BMP,shared 8061/8062,high
R1819,62,8062,kp,,911 Raj,732 Royal,871 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8062 KP 250.BMP,shared 8061/8062,high
R1820,62,8062,kp,,MD Royal,8 Raj,Black,,,,,Jeetubhai Images\OS New folder (8) Images\8062 KP 250.BMP,shared 8061/8062,high
R1821,62,9002,center panel,,1004 Royal,778 D Royal,188 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9002 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9002 Neck 250.JPG,,high
R1822,62,9002,center panel,,190 Raj,716 Royal,362 R Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9002 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9002 Neck 250.JPG,,high
R1823,62,9002,center panel,,190 Raj,722 D Royal,756 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9002 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9002 Neck 250.JPG,,high
R1824,62,9006,neck,,709 Royal,190 Raj,751 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9006 Neck 250.JPG,,high
R1825,62,9006,neck,,78 Raj,190 Raj,88 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9006 Neck 250.JPG,,high
R1826,62,9006,neck,,80 Royal,190 Raj,8 F Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9006 Neck 250.JPG,,high
R1827,62,9009,neck,,315 Royal,120 L Royal,710 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9009 Neck 250.JPG,,high
R1828,62,9009,neck,,315 Royal,120 L Royal,324 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9009 Neck 250.JPG,,high
R1829,62,9009,neck,,315 Royal,120 L Royal,345 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9009 Neck 250.JPG,,high
R1830,63,5053,neck+border+astin border,,315 Royal,1004 D Royal,311 Royal,,,,,Jeetubhai Images\OS New folder (5) Images\5053 Kurta patti 400.BMP,,high
R1831,63,6096,neck,,105 D Royal,118 U Royal,355 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6096 Neck 400.JPG,128,high
R1832,63,6096,neck,,7 D Royal,118 U Royal,355 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6096 Neck 400.JPG,118,high
R1833,63,6096,neck,,713 Raj,118 U Royal,355 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6096 Neck 400.JPG,138,high
R1834,63,7064,kp,,74 Royal,235 Royal,319 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7064 KP 200.JPG,95,high
R1835,63,7064,kp,,775 Royal,235 Royal,319 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7064 KP 200.JPG,94,high
R1836,63,7064,kp,,836 Royal,235 Royal,319 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7064 KP 200.JPG,96,high
R1837,63,8002,neck+border,,49 LL Royal,319 Royal,235 Royal,836 Royal,,,,Jeetubhai Images\OS New folder (8) Images\8002 border 200.JPG,,high
R1838,63,8002,neck+border,,49 LL Royal,319 Royal,235 Royal,74 Royal,,,,Jeetubhai Images\OS New folder (8) Images\8002 border 200.JPG,,high
R1839,63,8002,neck+border,,49 LL Royal,319 Royal,235 Royal,775 Royal,,,,Jeetubhai Images\OS New folder (8) Images\8002 border 200.JPG,,high
R1840,63,8004,neck+border,,104 N Raj,707 Royal,332 Royal,M Royal,,,,Jeetubhai Images\OS New folder (8) Images\8004 border 200.JPG,,high
R1841,63,8004,neck+border,,782 Royal,834 D Raj,332 Royal,732 D Royal,,,,Jeetubhai Images\OS New folder (8) Images\8004 border 200.JPG,,high
R1842,63,8004,neck+border,,834 DD Raj,104 N Raj,332 Royal,768 D Royal,,,,Jeetubhai Images\OS New folder (8) Images\8004 border 200.JPG,,high
R1843,63,8099,center panel+neck+border,,16 N Royal,31 L Royal,14 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8099 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8099 Neck.BMP,,high
R1844,63,8099,center panel+neck+border,,376 Royal,31 L Royal,727 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8099 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8099 Neck.BMP,,high
R1845,63,8099,center panel+neck+border,,842 Royal,31 L Royal,722 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8099 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8099 Neck.BMP,,high
R1846,63,9001,center panel,,103 L Raj,778 D Royal,189 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9001 Neck 250.JPG,,high
R1847,63,9001,center panel,,372 LL Royal,361 Royal,776 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9001 Neck 250.JPG,,high
R1848,63,9001,center panel,,709 Royal,361 Royal,75 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9001 Neck 250.JPG,,high
R1849,63,9001,center panel,,709 Royal,778 D Royal,782 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9001 Neck 250.JPG,,high
R1850,63,9004,neck,,319 Royal,235 Royal,836 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9004 Neck 400.JPG,,high
R1851,63,9004,neck,,319 Royal,235 Royal,74 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9004 Neck 400.JPG,,high
R1852,63,9004,neck,,319 Royal,235 Royal,775 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9004 Neck 400.JPG,,high
R1869,64,6002,kp,,222 Raj,123 Royal,86 Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6002 KP 250.BMP,,high
R1870,64,6002,kp,,376 Royal,795 D Royal,94 N Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6002 KP 250.BMP,,high
R1871,64,6002,kp,,768 Royal,94 N Raj,376 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6002 KP 250.BMP,,high
R1872,64,6020,kp,,49 LL Royal,190 Raj,188 T Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6020 KP 250.BMP,shared 6020/6044,high
R1873,64,6020,kp,,49 LL Royal,190 Raj,779 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6020 KP 250.BMP,shared 6020/6044,high
R1874,64,6020,kp,,49 LL Royal,190 Raj,789 D Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6020 KP 250.BMP,shared 6020/6044,high
R1875,64,6021,kp,,104 NL Royal,118 LL Royal,322 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6021 KP 250.JPG,Pink-33 Green-32 Blue-29 in header,high
R1876,64,6021,kp,,63 Royal,118 LL Royal,777 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6021 KP 250.JPG,,high
R1877,64,6021,kp,,722 D Royal,118 LL Royal,759 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6021 KP 250.JPG,,high
R1878,64,6044,kp,,49 LL Royal,190 Raj,188 T Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6044 KP 250.JPG,Green-32 Rust-43 Blue-45 in header; shared 6020/6044,high
R1879,64,6044,kp,,49 LL Royal,190 Raj,779 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6044 KP 250.JPG,shared 6020/6044,high
R1880,64,6044,kp,,49 LL Royal,190 Raj,789 D Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6044 KP 250.JPG,shared 6020/6044,high
R1881,64,8095,center panel+neck+border,,100 Royal,795 D Royal,203 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8095 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8095 Neck 250.BMP,51 KP,high
